Date,Market,Result,Pip,Trend,Price 13:00,Price 16:00,Open Price
01-25-2023,XAUUSD,Loss,-189,Downtrend,,,
01-30-2023,XAUUSD,Profit,300,Downtrend,,,
02-06-2023,XAUUSD,Profit,427,Downtrend,,,
02-07-2023,XAUUSD,Loss,-236,Downtrend,,,
02-10-2023,XAUUSD,Loss,-444,Downtrend,,,
02-13-2023,XAUUSD,Profit,165,Downtrend,,,
02-14-2023,XAUUSD,Profit,862,Downtrend,,,
02-15-2023,XAUUSD,Loss,-253,Downtrend,,,
02-15-2023,XAUUSD,Profit,11,Downtrend,,,
02-16-2023,XAUUSD,Loss,-115,Downtrend,,,
02-17-2023,XAUUSD,Loss,-157,Downtrend,,,
02-17-2023,XAUUSD,Loss,-244,Downtrend,,,
02-17-2023,XAUUSD,Loss,-62,Downtrend,,,
02-23-2023,XAUUSD,Profit,38,Downtrend,,,
02-23-2023,XAUUSD,Loss,-264,Downtrend,,,
02-24-2023,XAUUSD,Loss,-378,Downtrend,,,
02-24-2023,XAUUSD,Loss,-48,Downtrend,,,
02-27-2023,XAUUSD,Profit,90,Downtrend,,,
02-28-2023,XAUUSD,Loss,-243,Downtrend,,,
03-07-2023,XAUUSD,Profit,1017,Downtrend,,,
03-08-2023,XAUUSD,Loss,-40,Downtrend,,,
03-08-2023,XAUUSD,Loss,-267,Downtrend,,,
03-09-2023,XAUUSD,Loss,-13,Downtrend,,,
03-21-2023,XAUUSD,Profit,966,Downtrend,,,
03-21-2023,XAUUSD,Profit,17,Downtrend,,,
03-22-2023,XAUUSD,Loss,-276,Downtrend,,,
03-27-2023,XAUUSD,Loss,-234,Downtrend,,,
03-28-2023,XAUUSD,Loss,-167,Downtrend,,,
04-10-2023,XAUUSD,Loss,-64,Downtrend,,,
04-24-2023,XAUUSD,Profit,165,Downtrend,,,
04-24-2023,XAUUSD,Loss,-117,Downtrend,,,
04-25-2023,XAUUSD,Profit,13,Downtrend,,,
04-28-2023,XAUUSD,Loss,-153,Downtrend,,,
05-08-2023,XAUUSD,Profit,198,Downtrend,,,
05-08-2023,XAUUSD,Loss,-129,Downtrend,,,
05-15-2023,XAUUSD,Loss,-163,Downtrend,,,
05-15-2023,XAUUSD,Loss,-77,Downtrend,,,
05-16-2023,XAUUSD,Profit,955,Downtrend,,,
05-17-2023,XAUUSD,Loss,-210,Downtrend,,,
05-19-2023,XAUUSD,Loss,-157,Downtrend,,,
05-22-2023,XAUUSD,Loss,-234,Downtrend,,,
05-22-2023,XAUUSD,Loss,-66,Downtrend,,,
05-23-2023,XAUUSD,Loss,-512,Downtrend,,,
05-25-2023,XAUUSD,Loss,-65,Downtrend,,,
05-25-2023,XAUUSD,Profit,76,Downtrend,,,
05-26-2023,XAUUSD,Profit,455,Downtrend,,,
05-29-2023,XAUUSD,Profit,10,Downtrend,,,
05-29-2023,XAUUSD,Loss,-27,Downtrend,,,
06-08-2023,XAUUSD,Loss,-187,Downtrend,,,
06-15-2023,XAUUSD,Loss,-4,Downtrend,,,
06-19-2023,XAUUSD,Loss,-144,Downtrend,,,
06-19-2023,XAUUSD,Profit,94,Downtrend,,,
06-21-2023,XAUUSD,Loss,-288,Downtrend,,,
06-22-2023,XAUUSD,Loss,-69,Downtrend,,,
06-23-2023,XAUUSD,Profit,188,Downtrend,,,
06-27-2023,XAUUSD,Profit,975,Downtrend,,,
06-27-2023,XAUUSD,Profit,199,Downtrend,,,
06-29-2023,XAUUSD,Loss,-53,Downtrend,,,
06-30-2023,XAUUSD,Loss,-338,Downtrend,,,
07-03-2023,XAUUSD,Profit,615,Downtrend,,,
07-21-2023,XAUUSD,Loss,-134,Downtrend,,,
07-21-2023,XAUUSD,Profit,41,Downtrend,,,
07-25-2023,XAUUSD,Loss,-279,Downtrend,,,
07-25-2023,XAUUSD,Profit,44,Downtrend,,,
07-28-2023,XAUUSD,Loss,-98,Downtrend,,,
08-02-2023,XAUUSD,Loss,-249,Downtrend,,,
08-03-2023,XAUUSD,Loss,-160,Downtrend,,,
08-03-2023,XAUUSD,Loss,-31,Downtrend,,,
08-07-2023,XAUUSD,Profit,390,Downtrend,,,
08-08-2023,XAUUSD,Profit,57,Downtrend,,,
08-09-2023,XAUUSD,Profit,418,Downtrend,,,
08-10-2023,XAUUSD,Profit,468,Downtrend,,,
08-14-2023,XAUUSD,Profit,151,Downtrend,,,
08-15-2023,XAUUSD,Profit,302,Downtrend,,,
08-18-2023,XAUUSD,Loss,-243,Downtrend,,,
08-18-2023,XAUUSD,Loss,-181,Downtrend,,,
09-05-2023,XAUUSD,Profit,7,Downtrend,,,
09-05-2023,XAUUSD,Loss,-95,Downtrend,,,
09-07-2023,XAUUSD,Profit,11,Downtrend,,,
09-08-2023,XAUUSD,Profit,601,Downtrend,,,
09-14-2023,XAUUSD,Profit,90,Downtrend,,,
09-21-2023,XAUUSD,Profit,120,Downtrend,,,
09-22-2023,XAUUSD,Loss,-271,Downtrend,,,
09-25-2023,XAUUSD,Loss,-46,Downtrend,,,
09-25-2023,XAUUSD,Profit,355,Downtrend,,,
09-26-2023,XAUUSD,Loss,-109,Downtrend,,,
09-26-2023,XAUUSD,Profit,49,Downtrend,,,
09-27-2023,XAUUSD,Profit,253,Downtrend,,,
09-28-2023,XAUUSD,Loss,-228,Downtrend,,,
09-29-2023,XAUUSD,Profit,1955,Downtrend,,,
10-02-2023,XAUUSD,Loss,-169,Downtrend,,,
10-03-2023,XAUUSD,Loss,-61,Downtrend,,,
10-05-2023,XAUUSD,Loss,-257,Downtrend,,,
10-05-2023,XAUUSD,Loss,-24,Downtrend,,,
10-06-2023,XAUUSD,Profit,26,Downtrend,,,
10-27-2023,XAUUSD,Loss,-241,Downtrend,,,
10-27-2023,XAUUSD,Loss,-113,Downtrend,,,
11-01-2023,XAUUSD,Profit,1056,Downtrend,,,
11-07-2023,XAUUSD,Profit,106,Downtrend,,,
11-09-2023,XAUUSD,Loss,-309,Downtrend,,,
11-10-2023,XAUUSD,Loss,-85,Downtrend,,,
11-10-2023,XAUUSD,Profit,27,Downtrend,,,
12-01-2023,XAUUSD,Loss,-158,Downtrend,,,
12-06-2023,XAUUSD,Profit,158,Downtrend,,,
12-08-2023,XAUUSD,Loss,-457,Downtrend,,,
12-08-2023,XAUUSD,Profit,557,Downtrend,,,
12-08-2023,XAUUSD,Loss,-445,Downtrend,,,
12-08-2023,XAUUSD,Profit,935,Downtrend,,,
12-12-2023,XAUUSD,Loss,-296,Downtrend,,,
12-18-2023,XAUUSD,Loss,-107,Downtrend,,,
12-21-2023,XAUUSD,Loss,-77,Downtrend,,,
12-21-2023,XAUUSD,Loss,-374,Downtrend,,,
12-21-2023,XAUUSD,Loss,-146,Downtrend,,,
12-29-2023,XAUUSD,Loss,-165,Downtrend,,,
01-02-2024,XAUUSD,Loss,-144,Downtrend,,,
01-02-2024,XAUUSD,Profit,341,Downtrend,,,
01-03-2024,XAUUSD,Profit,582,Downtrend,,,
01-03-2024,XAUUSD,Profit,507,Downtrend,,,
01-04-2024,XAUUSD,Loss,-243,Downtrend,,,
01-08-2024,XAUUSD,Loss,-229,Downtrend,,,
01-08-2024,XAUUSD,Loss,-172,Downtrend,,,
01-09-2024,XAUUSD,Profit,59,Downtrend,,,
01-09-2024,XAUUSD,Profit,634,Downtrend,,,
01-16-2024,XAUUSD,Loss,-76,Downtrend,,,
01-17-2024,XAUUSD,Profit,854,Downtrend,,,
01-23-2024,XAUUSD,Loss,-95,Downtrend,,,
01-25-2024,XAUUSD,Profit,60,Downtrend,,,
02-05-2024,XAUUSD,Profit,104,Downtrend,,,
02-06-2024,XAUUSD,Loss,-164,Downtrend,,,
02-09-2024,XAUUSD,Profit,74,Downtrend,,,
02-12-2024,XAUUSD,Loss,-205,Downtrend,,,
02-14-2024,XAUUSD,Loss,-113,Downtrend,,,
02-14-2024,XAUUSD,Loss,-118,Downtrend,,,
02-23-2024,XAUUSD,Loss,-32,Downtrend,,,
02-28-2024,XAUUSD,Profit,149,Downtrend,,,
02-28-2024,XAUUSD,Loss,-104,Downtrend,,,
03-12-2024,XAUUSD,Loss,-148,Downtrend,,,
03-14-2024,XAUUSD,Profit,256,Downtrend,,,
03-19-2024,XAUUSD,Profit,55,Downtrend,,,
03-20-2024,XAUUSD,Profit,9,Downtrend,,,
03-20-2024,XAUUSD,Profit,63,Downtrend,,,
03-22-2024,XAUUSD,Profit,685,Downtrend,,,
03-25-2024,XAUUSD,Loss,-226,Downtrend,,,
03-25-2024,XAUUSD,Loss,-65,Downtrend,,,
04-11-2024,XAUUSD,Loss,-299,Downtrend,,,
04-30-2024,XAUUSD,Profit,948,Downtrend,,,
05-03-2024,XAUUSD,Loss,-281,Downtrend,,,
05-07-2024,XAUUSD,Loss,-427,Downtrend,,,
05-08-2024,XAUUSD,Loss,-66,Downtrend,,,
05-14-2024,XAUUSD,Loss,-207,Downtrend,,,
05-24-2024,XAUUSD,Profit,173,Downtrend,,,
05-27-2024,XAUUSD,Loss,-86,Downtrend,,,
05-27-2024,XAUUSD,Loss,-77,Downtrend,,,
05-30-2024,XAUUSD,Profit,160,Downtrend,,,
06-03-2024,XAUUSD,Loss,-383,Downtrend,,,
06-04-2024,XAUUSD,Profit,473,Downtrend,,,
06-05-2024,XAUUSD,Loss,-327,Downtrend,,,
06-10-2024,XAUUSD,Loss,-203,Downtrend,,,
06-11-2024,XAUUSD,Loss,-66,Downtrend,,,
06-11-2024,XAUUSD,Profit,213,Downtrend,,,
06-12-2024,XAUUSD,Loss,-378,Downtrend,,,
06-12-2024,XAUUSD,Loss,-249,Downtrend,,,
06-13-2024,XAUUSD,Loss,-424,Downtrend,,,
06-17-2024,XAUUSD,Loss,-229,Downtrend,,,
06-17-2024,XAUUSD,Loss,-193,Downtrend,,,
06-24-2024,XAUUSD,Loss,-225,Downtrend,,,
06-25-2024,XAUUSD,Loss,-302,Downtrend,,,
06-25-2024,XAUUSD,Loss,-298,Downtrend,,,
07-09-2024,XAUUSD,Loss,-377,Downtrend,,,
07-22-2024,XAUUSD,Loss,-220,Downtrend,,,
07-26-2024,XAUUSD,Loss,-156,Downtrend,,,
07-26-2024,XAUUSD,Loss,-400,Downtrend,,,
08-07-2024,XAUUSD,Loss,-315,Downtrend,,,
08-07-2024,XAUUSD,Loss,-356,Downtrend,,,
08-22-2024,XAUUSD,Loss,-309,Downtrend,,,
09-02-2024,XAUUSD,Profit,5,Downtrend,,,
09-02-2024,XAUUSD,Loss,-113,Downtrend,,,
09-03-2024,XAUUSD,Profit,725,Downtrend,,,
09-30-2024,XAUUSD,Loss,-400,Downtrend,,,
10-03-2024,XAUUSD,Loss,-92,Downtrend,,,
10-03-2024,XAUUSD,Loss,-217,Downtrend,,,
10-09-2024,XAUUSD,Profit,459,Downtrend,,,
10-10-2024,XAUUSD,Profit,31,Downtrend,,,
10-15-2024,XAUUSD,Loss,-413,Downtrend,,,
10-25-2024,XAUUSD,Loss,-426,Downtrend,,,
10-25-2024,XAUUSD,Profit,115,Downtrend,,,
10-28-2024,XAUUSD,Loss,-171,Downtrend,,,
11-01-2024,XAUUSD,Loss,-139,Downtrend,,,
11-04-2024,XAUUSD,Profit,92,Downtrend,,,
11-14-2024,XAUUSD,Loss,-428,Downtrend,,,
11-15-2024,XAUUSD,Loss,-205,Downtrend,,,
12-02-2024,XAUUSD,Loss,-96,Downtrend,,,
12-16-2024,XAUUSD,Profit,561,Downtrend,,,
12-17-2024,XAUUSD,Loss,-328,Downtrend,,,
12-18-2024,XAUUSD,Loss,-175,Downtrend,,,
12-19-2024,XAUUSD,Loss,-150,Downtrend,,,
12-30-2024,XAUUSD,Loss,-231,Downtrend,,,
12-30-2024,XAUUSD,Profit,479,Downtrend,,,
12-30-2024,XAUUSD,Loss,-202,Downtrend,,,
12-30-2024,XAUUSD,Profit,257,Downtrend,,,
12-31-2024,XAUUSD,Profit,23,Downtrend,,,
12-31-2024,XAUUSD,Loss,-147,Downtrend,,,
01-14-2025,XAUUSD,Loss,-395,Downtrend,,,
01-28-2025,XAUUSD,Loss,-330,Downtrend,,,
02-17-2025,XAUUSD,Loss,-143,Downtrend,,,
02-28-2025,XAUUSD,Profit,545,Downtrend,,,
03-10-2025,XAUUSD,Loss,-506,Downtrend,,,
03-24-2025,XAUUSD,Profit,98,Downtrend,,,
04-08-2025,XAUUSD,Profit,2250,Downtrend,,,
04-25-2025,XAUUSD,Profit,92,Downtrend,,,
05-28-2025,XAUUSD,Profit,702,Downtrend,,,
06-30-2025,XAUUSD,Loss,-426,Downtrend,,,
07-04-2025,XAUUSD,Loss,-187,Downtrend,,,
07-09-2025,XAUUSD,Loss,-397,Downtrend,,,
07-09-2025,XAUUSD,Loss,-168,Downtrend,,,
07-13-2025,XAUUSD,Loss,-72,Downtrend,,,
07-16-2025,XAUUSD,Profit,619,Downtrend,,,
07-28-2025,XAUUSD,Loss,-22,Downtrend,,,
08-05-2025,XAUUSD,Loss,-7,Downtrend,,,
08-05-2025,XAUUSD,Loss,-402,Downtrend,,,
08-05-2025,XAUUSD,Profit,33,Downtrend,,,
08-06-2025,XAUUSD,Profit,164,Downtrend,,,
08-08-2025,XAUUSD,Loss,-272,Downtrend,,,
08-08-2025,XAUUSD,Profit,764,Downtrend,,,
08-12-2025,XAUUSD,Loss,-248,Downtrend,,,
08-14-2025,XAUUSD,Loss,-245,Downtrend,,,
08-15-2025,XAUUSD,Loss,-145,Downtrend,,,
08-21-2025,XAUUSD,Loss,-139,Downtrend,,,
08-21-2025,XAUUSD,Loss,-364,Downtrend,,,
08-22-2025,XAUUSD,Profit,604,Downtrend,,,
09-11-2025,XAUUSD,Loss,-88,Downtrend,,,
09-13-2025,XAUUSD,Profit,48,Downtrend,,,
09-17-2025,XAUUSD,Loss,-131,Downtrend,,,
09-17-2025,XAUUSD,Loss,-237,Downtrend,,,
09-19-2025,XAUUSD,Loss,-18,Downtrend,,,
